,Work_period_start,Work_period_end,Wiki_id
411,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q2393916
412,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q2362968
413,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q2051231
414,,,http://www.wikidata.org/entity/Q2721774
415,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q2723876
416,"work period (start)
1951
1 reference",,http://www.wikidata.org/entity/Q2735277
417,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q2737207
418,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q2475741
419,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q2748182
420,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q2748319
421,,,http://www.wikidata.org/entity/Q2634510
422,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q2575841
423,"work period (start)
1948
1 reference",,http://www.wikidata.org/entity/Q2680378
424,,,http://www.wikidata.org/entity/Q2684290
425,,,http://www.wikidata.org/entity/Q2721868
426,,,http://www.wikidata.org/entity/Q2723357
427,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q2723457
428,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q2617551
429,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q2576856
430,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q2680357
431,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q2097394
432,"work period (start)
1976
1 reference",,http://www.wikidata.org/entity/Q2720141
433,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q2752875
434,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q2749279
435,"work period (start)
1946
1 reference","work period (end)
1999
0 references",http://www.wikidata.org/entity/Q2763244
436,"work period (start)
2001
edit
1 reference
add value",,http://www.wikidata.org/entity/Q2723672
437,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q2748513
438,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q2050240
439,,,http://www.wikidata.org/entity/Q2130107
440,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q4667424
441,,,http://www.wikidata.org/entity/Q4699767
442,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q4692309
443,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q4725012
444,,,http://www.wikidata.org/entity/Q4700426
445,"work period (start)
1948
1 reference","work period (end)
2003
0 references",http://www.wikidata.org/entity/Q4673430
446,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4683114
447,,,http://www.wikidata.org/entity/Q4701798
448,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q4740053
449,,,http://www.wikidata.org/entity/Q4746306
450,,,http://www.wikidata.org/entity/Q4667468
451,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4667687
452,,,http://www.wikidata.org/entity/Q4668938
453,"work period (start)
1937
1 reference",,http://www.wikidata.org/entity/Q4684551
454,,,http://www.wikidata.org/entity/Q4694945
455,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4696028
456,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4725551
457,,,http://www.wikidata.org/entity/Q4739519
458,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q4740212
459,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4667906
460,,,http://www.wikidata.org/entity/Q4724667
461,"work period (start)
2008
edit
1 reference
add value",,http://www.wikidata.org/entity/Q4681309
462,,,http://www.wikidata.org/entity/Q4683080
463,,,http://www.wikidata.org/entity/Q4667443
464,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4667441
465,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q4667465
466,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4678398
467,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4683087
468,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4696338
469,,,http://www.wikidata.org/entity/Q4699783
470,,,http://www.wikidata.org/entity/Q4700745
471,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4701809
472,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q4695886
473,,,http://www.wikidata.org/entity/Q4696779
474,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q4699624
475,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4699679
476,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q4699975
477,,,http://www.wikidata.org/entity/Q4742138
478,,,http://www.wikidata.org/entity/Q4727621
479,"work period (start)
1953
1 reference",,http://www.wikidata.org/entity/Q4733330
480,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q4739489
481,,,http://www.wikidata.org/entity/Q4740295
482,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q4673976
483,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q4696336
484,,,http://www.wikidata.org/entity/Q4699648
485,,,http://www.wikidata.org/entity/Q4699811
486,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4724794
487,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q4724834
488,,,http://www.wikidata.org/entity/Q4731165
489,"work period (start)
1976
1 reference",,http://www.wikidata.org/entity/Q4738809
490,,,http://www.wikidata.org/entity/Q4673791
491,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q4683060
492,,,http://www.wikidata.org/entity/Q4683076
493,,,http://www.wikidata.org/entity/Q4700329
494,,,http://www.wikidata.org/entity/Q4700342
495,,,http://www.wikidata.org/entity/Q4701813
496,"work period (start)
2006
0 references",,http://www.wikidata.org/entity/Q4683039
497,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4683086
498,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q4691545
499,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4697419
500,,,http://www.wikidata.org/entity/Q4699184
501,,,http://www.wikidata.org/entity/Q4727622
502,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4701778
503,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q4701786
504,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q4701802
505,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q4667376
506,,,http://www.wikidata.org/entity/Q4667902
507,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q4740004
508,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q4740037
509,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q4740056
510,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q4741486
511,"work period (start)
2007
edit
1 reference
add value",,http://www.wikidata.org/entity/Q4721566
512,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q4682495
513,,,http://www.wikidata.org/entity/Q4727615
514,"work period (start)
1943
1 reference",,http://www.wikidata.org/entity/Q4731180
515,,,http://www.wikidata.org/entity/Q4699751
516,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q4699893
517,,,http://www.wikidata.org/entity/Q4701830
518,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q4745964
519,,,http://www.wikidata.org/entity/Q4746097
520,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q4746754
521,,,http://www.wikidata.org/entity/Q4742143
522,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4699652
523,"work period (start)
2004
edit
1 reference
add value",,http://www.wikidata.org/entity/Q4683050
524,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q4683085
525,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4667436
526,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q4724516
527,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4683044
528,,,http://www.wikidata.org/entity/Q278761
529,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q278006
530,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q277313
531,,,http://www.wikidata.org/entity/Q2792151
532,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q2839609
533,,,http://www.wikidata.org/entity/Q277327
534,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q2877914
535,"work period (start)
2009
edit
1 reference
add value",,http://www.wikidata.org/entity/Q2815590
536,,,http://www.wikidata.org/entity/Q2992346
537,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q46392
538,"work period (start)
2007
edit
1 reference
add value",,http://www.wikidata.org/entity/Q2861476
539,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q2866593
540,"work period (start)
1938
1 reference","work period (end)
2016
0 references",http://www.wikidata.org/entity/Q2880506
541,,,http://www.wikidata.org/entity/Q312092
542,,,http://www.wikidata.org/entity/Q2841613
543,,,http://www.wikidata.org/entity/Q2850382
544,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q2917149
545,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q2824471
546,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q2845331
547,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q2850229
548,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q2876219
549,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q299136
550,,,http://www.wikidata.org/entity/Q167636
551,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q158745
552,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q277725
553,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q127868
554,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q310375
555,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q312787
556,,,http://www.wikidata.org/entity/Q140648
557,"work period (start)
1950
1 reference","work period (end)
1991
0 references",http://www.wikidata.org/entity/Q146444
558,"work period (start)
2006
edit
1 reference
add value",,http://www.wikidata.org/entity/Q159178
559,,,http://www.wikidata.org/entity/Q68459
560,"work period (start)
1970
1 reference",,http://www.wikidata.org/entity/Q258820
561,,,http://www.wikidata.org/entity/Q158225
562,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q270665
563,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q140642
564,,,http://www.wikidata.org/entity/Q277422
565,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q292943
566,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q157901
567,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q159166
568,,,http://www.wikidata.org/entity/Q317425
569,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q319491
570,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q174648
571,"work period (start)
1971
1 reference",,http://www.wikidata.org/entity/Q184411
572,"work period (start)
1970
1 reference",,http://www.wikidata.org/entity/Q235550
573,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q277309
574,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q277992
575,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q290322
576,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q262665
577,,,http://www.wikidata.org/entity/Q263834
578,,,http://www.wikidata.org/entity/Q266137
579,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q151505
580,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q79845
581,,,http://www.wikidata.org/entity/Q113359
582,"work period (start)
1952
1 reference",,http://www.wikidata.org/entity/Q146724
583,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q146830
584,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q151798
585,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q158558
586,"work period (start)
1941
1 reference",,http://www.wikidata.org/entity/Q121077
587,,,http://www.wikidata.org/entity/Q242508
588,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q245862
589,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q140660
590,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q260480
591,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q188744
592,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q158214
593,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q292967
594,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q186606
595,"work period (start)
1985
edit
1 reference
add value",,http://www.wikidata.org/entity/Q330315
596,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q259379
597,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q272014
598,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q277665
599,"work period (start)
1961
1 reference",,http://www.wikidata.org/entity/Q277698
600,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q277729
601,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q277996
602,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q277699
603,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q277671
604,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q292958
605,,,http://www.wikidata.org/entity/Q255076
606,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q258005
607,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q312789
608,,,http://www.wikidata.org/entity/Q277284
609,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q327446
610,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q277319
611,"work period (start)
1962
1 reference",,http://www.wikidata.org/entity/Q158266
612,"work period (start)
1976
1 reference",,http://www.wikidata.org/entity/Q277662
613,"work period (start)
1987
1 reference","work period (end)
2021
0 references",http://www.wikidata.org/entity/Q312783
