,imdb_id,debut_films
4175,nm3810471,"[['2013', 'ABCD (Any Body Can Dance)', 'tt2321163'], ['2019', 'Ishq Ne: feat Mukti Mohan, Sanam, Punit J Pathak; Anuradha Palakurthi', 'tt11772390'], ['2019', 'Ishq Ne: feat Mukti Mohan, Sanam, Punit J Pathak; Anuradha Palakurthi', 'tt11772390'], ['2010', 'Zeetv Rishtey Awards 2010', 'tt1629744']]"
4176,nm0151526,"[['1965', 'Manchi Kutumbam', 'tt0263709'], ['2010', 'Mouna Ragam', 'tt3402720']]"
4177,nm3807884,"[['1989', 'Shiva', 'tt0248428']]"
4178,nm2322036,"[['1988', 'Marattam', 'tt0095588']]"
4179,nm1154608,"[['1955', 'Shivasharane Nambiyakka', 'tt0978710']]"
4180,nm3370151,"[['1965', 'Malajanha', 'tt0249778'], ['1965', 'Malajanha', 'tt0249778'], ['1965', 'Malajanha', 'tt0249778']]"
4181,nm5222279,"[['2013', 'Kadal', 'tt2344672']]"
4182,nm1432906,"[['1986', 'Rakkuyilin Ragasadassil', 'tt0255544']]"
4183,nm4551003,"[['1981', 'Alaigal Ooivathilai', 'tt0155481'], ['2003', 'Pithamagan', 'tt0376076'], ['2012', 'Aravaan', 'tt2281103']]"
4184,nm2132103,"[['1976', 'Paarijatham', 'tt0281023'], ['1980', 'Oru Thalai Raagam', 'tt0334065']]"
4185,nm1130222,"[['1969', 'Gejje Pooje', 'tt0064364']]"
4186,nm6678966,"[['2011', 'Engeyum Eppodhum', 'tt2065924'], ['2017', 'Sachin', 'tt4640206']]"
4187,nm4270743,"[['2010', 'The Thriller', 'tt1820707']]"
4188,nm3002347,"[['2006', 'Tu Hamaar Hou', 'tt5224166'], ['2015', 'Comedy Nights with Kapil', 'tt3402548']]"
4189,nm0045141,"[['1947', 'Mera Suhaag', 'tt0157987'], ['1985', 'Tum Par Hum Qurban', 'tt2780570'], ['1985', 'Tum Par Hum Qurban', 'tt2780570'], ['2005', 'Anjaane: The Unkown', 'tt0874854']]"
4190,nm5408984,"[['2012', 'Naduvula Konjam Pakkatha Kaanom', 'tt2564144'], ['2020', 'The Masters of Cinema Archives', 'tt13316242']]"
4191,nm2636433,"[['2001', 'Gori Teri Ankhein Kahen', 'tt5370004']]"
4192,nm1032741,"[['1994', 'A Little War', 'tt7873830']]"
4193,nm1012343,"[['1996', 'Just Mohabbat', 'tt1692203'], ['2005', 'Nach Baliye', 'tt1127012']]"
4194,nm9427099,"[['2018', 'Dhadak', 'tt7638344'], ['2018', 'Dance Deewane', 'tt8448644'], ['2021', 'Shamur, Rashmeet Kaur, IP Singh, Sachin-Jigar: Nadiyon Paar (Let the Music Play Again)', 'tt14167858']]"
4195,nm3532442,"[['2009', 'Keun Dunia Ru Asila Bandhu', 'tt1468336']]"
4196,nm0742932,"[['1991', 'Guna', 'tt0140090']]"
4197,nm4755962,"[['2004', 'Tumhari Disha', 'tt7976524'], ['2020', 'Yeh Rishta Kya Kehlata Hai', 'tt7112704']]"
4198,nm1366335,"[['1995', 'Sisindri', 'tt0306071'], ['2017/III', 'Hello', 'tt6816070'], ['2017/I', 'Punjab', 'tt5891782'], ['2017/III', 'Hello', 'tt6816070']]"
4199,nm3514790,"[['2003', 'Matrushakti', 'tt1459936']]"
4200,nm6024893,"[['1976', 'Manmatha Leelai', 'tt0154838']]"
4201,nm6562899,[]
4202,nm11130526,"[['2019', 'Filhall', 'tt11280948']]"
4203,nm6090574,"[['2015', 'Ori Devudoy', 'tt3335592'], ['2019', 'Jag Jaanani Maa Vaishnodevi - Kahani Mata Rani Ki', 'tt10956052']]"
4204,nm7138882,"[['2014', 'Thirumannam Ennum Nikkah', 'tt3421036']]"
4205,nm6186854,"[['2013', 'Ashwini Nakshatra', 'tt3437520'], ['2017', 'Bigg Boss Kannada', 'tt2911448']]"
4206,nm6284582,"[['2010', 'Luv Ho Jaane De', 'tt3527172'], ['2017', 'Bigg Boss Kannada', 'tt2911448']]"
4207,nm7548669,"[['2015', 'Jamna Pyari', 'tt4974192']]"
4208,nm7529969,"[['2012', 'Qayamat Hi Qayamat', 'tt4954486']]"
4209,nm7807244,"[['2016', 'Kyaa Kool Hain Hum 3', 'tt5290620'], ['2015', 'Bigg Boss', 'tt1281973']]"
4210,nm7533889,"[['2015', 'Jil', 'tt4523622']]"
4211,nm6574241,"[['2014', 'Software Ganda', 'tt14085040'], ['2020', 'Maayathirai', 'tt13527660'], ['2019', 'Bigg Boss Tamil', 'tt7084920']]"
4212,nm7786671,"[['2015', 'MTV Warrior High', 'tt5266398']]"
4213,nm7559686,"[['2015', 'Thakka Thakka', 'tt4987572']]"
4214,nm6833160,"[['2016', 'Savdhaan India', 'tt2399993'], ['2017', 'Crime Patrol Dial 100', 'tt5938958'], ['2014', 'Yudh', 'tt3770660']]"
4215,nm7445466,"[['2014', 'Gurjar Aandolan', 'tt4451552']]"
4216,nm3370318,"[['1932', 'Chalta Purza', 'tt0155600']]"
4217,nm6393605,"[['1964', 'Amada Bata', 'tt0321182']]"
4218,nm7889390,"[['2001', 'Kyunki Saas Bhi Kabhi Bahu Thi', 'tt0278212']]"
4219,nm4856668,"[['2010', 'Paundah Bhangra: Malkit Singh feat. Nav Bajwa', 'tt9036890'], ['2018', 'Raduaa', 'tt8767626'], ['2018', 'Raduaa', 'tt8767626'], ['2018', 'Raduaa', 'tt8767626']]"
4220,nm11085027,"[['2014', 'Oye Jassie', 'tt4625362'], ['2019', 'The Bollywood Roundtable', 'tt11911788']]"
4221,nm3598615,"[['2009', 'Bouma', 'tt1505026'], ['2018', 'Bigg Boss Tamil', 'tt7084920']]"
4222,nm7743943,"[['2016', 'Bollywood Diaries', 'tt5216810']]"
4223,nm6299092,"[['2011', 'Mayakkam Enna', 'tt2072167'], ['2021', 'Neeli Hakki', 'tt14722072']]"
4224,nm5311855,"[['2011', 'Epaaktuda the Lake', 'tt2441052']]"
4225,nm1870550,"[['1949', 'Apna Desh', 'tt0383188'], ['1949', 'Apna Desh', 'tt0383188']]"
4226,nm7796669,"[['2015', 'Loafer', 'tt5277266'], ['2017', 'Maxim India: Behind the Scenes', 'tt9694032'], ['2021', 'Kamaal Khan & Iulia Vantur: Seeti Maar', 'tt14527552']]"
4227,nm6130636,"[['2013', 'Gaddbadd', 'tt3381924']]"
4228,nm3213989,"[['1978', 'Ranger Saheb', 'tt3874778'], ['1980', 'Paka Dekha', 'tt1523525']]"
4229,nm5414737,"[['2013', 'Paradesi', 'tt2542406'], ['2018', 'Bigg Boss Tamil', 'tt7084920']]"
4230,nm3820500,"[['2010', 'Muskurake Dekh Zara', 'tt1607600'], ['2018', 'Prema Tujha Rang Kasa', 'tt10050582']]"
4231,nm6762158,"[['2014', 'Onnume Puriyala', 'tt4028236']]"
4232,nm1031817,"[['1962', 'Kailashpati', 'tt0213755'], ['1964', 'Ayee Milan Ki Bela', 'tt0233147'], ['1993', 'Aadmi Khilona Hai', 'tt0106221']]"
4233,nm1115257,"[['1985', 'Pudhiya Sagaptham', 'tt3322708']]"
4234,nm0746958,"[['1928', 'Loves of a Moghul Prince', 'tt0256895'], ['1928', 'Shiraz', 'tt0019374'], ['1925', 'Prem Sanyas', 'tt0016240']]"
4235,nm7824428,"[['2014', 'Velaiilla Pattadhari', 'tt3822396']]"
4236,nm7621669,"[['2016', 'Dangal', 'tt5074352']]"
4237,nm5862290,"[['2010', 'Virudhagiri', 'tt4324030'], ['2015', 'Bigg Boss Kannada', 'tt2911448']]"
4238,nm4173131,"[['2012', 'Ship of Theseus', 'tt1773764'], ['2012', 'Ship of Theseus', 'tt1773764'], ['2020', 'The Kapil Sharma Show', 'tt5747326']]"
4239,nm1654536,"[['1998', 'Abhay', 'tt14044294'], ['2005', 'Sinndoor Tere Naam Ka', 'tt7209352']]"
4240,nm4261031,"[['2007', 'Paruthiveeran', 'tt0458050']]"
4241,nm5992649,"[['2013', 'Mishawr Rawhoshyo', 'tt3148268'], ['2018', 'Global Child', 'tt7885004'], ['2017', 'Yeti Obhijaan', 'tt7166042']]"
4242,nm0423666,"[['1992', 'Northwood', 'tt0101157'], ['2002', 'Jinnah - On Crime: Pizza 911', 'tt0307867'], ['2008', 'The 10th Annual Leo Awards', 'tt1601228']]"
4243,nm7483829,"[['2000', 'Scribbles on Akka', 'tt4896960']]"
4244,nm6410449,"[['1999', 'Niram', 'tt0255426']]"
4245,nm9654611,"[['2018', 'Mard Ko Dard Nahin Hota', 'tt8055888'], ['2019', 'By Invite Only', 'tt11622288']]"
4246,nm9901835,"[['2007-2010', 'Sapna Babul Ka.... Bidaai', 'tt3892312'], ['2018', 'Juzz Baatt', 'tt8413440']]"
4247,nm6400937,"[['2014', 'Koyelaanchal', 'tt3640942']]"
4248,nm7188722,"[['2010', 'Varudu', 'tt1582637'], ['2018', 'Bigg Boss Telugu', 'tt7805494']]"
4249,nm3833267,"[['2003', 'Thiruda Thirudi', 'tt8116258']]"
4250,nm1584145,"[['1984', 'Yeh Jo Hai Zindagi', 'tt0294230']]"
4251,nm0052321,"[['1989', 'Sati', 'tt0098255'], ['1989', 'Sati', 'tt0098255'], ['1991', 'Kagojer Nouka', 'tt1067185']]"
4252,nm0623319,"[['1982', 'Gandhi', 'tt0083987']]"
4253,nm0787696,"[['1976', 'Anthuleni Katha', 'tt0154154'], ['1989', '1990 Kaliyuga Vishwamitra', 'tt0389717']]"
4254,nm7242142,"[['2013', 'Asa Mee Ashi Tee', 'tt9703070']]"
4255,nm7242369,"[['2015', 'Eradondla Mooru', 'tt6682750'], ['2015-2017', 'Bigg Boss Kannada', 'tt2911448']]"
4256,nm1597475,"[['1978', 'Dil Se Mile Dil', 'tt0357602'], ['1996', 'Papi Gudia', 'tt0267813'], ['1982', 'The Impossible Kid', 'tt0430216']]"
4257,nm3428003,"[['1961', 'Shahir Parshuram', 'tt0238590']]"
4258,nm10150601,"[['2015', 'Guddu Ki Gun', 'tt4853926']]"
4259,nm0716786,"[['1946', 'Hum Ek Hain', 'tt0269343']]"
4260,nm0709784,"[['1963', 'Faulad', 'tt0175608']]"
4261,nm5410410,"[['2012', 'Qubool Hai', 'tt2500352'], ['2015', 'Bigg Boss', 'tt1281973']]"
4262,nm6923839,"[['2015', 'Yeh Kahan Aa Gaye Hum', 'tt6531930'], ['2014', 'Box Cricket League', 'tt6141604']]"
4263,nm7933902,"[['2009', 'Sumbaran', 'tt2354391']]"
4264,nm6340761,"[['2009', 'Ainthaam Padai', 'tt2359766']]"
4265,nm0451239,"[['1999', 'Hum Dil De Chuke Sanam', 'tt0150992'], ['2013', 'Rab da Vaasta...', 'tt3071492']]"
4266,nm0361637,"[['1999', 'Shool', 'tt0220757']]"
4267,nm8864186,"[['2017/II', 'Rogue', 'tt6682124'], ['2018', ""India's Next Superstars"", 'tt8781432']]"
4268,nm8276228,"[['2016', 'Krishna Gaadi Veera Prema Gaadha', 'tt5457840']]"
4269,nm4169405,"[['2021', 'Mimi', 'tt10895576'], ['2011', 'Mala Aai Vhaaychay!', 'tt1772303']]"
4270,nm4316493,"[['2019', 'Baba', 'tt10580158'], ['1996', 'Sapoot', 'tt0135641'], ['2009/I', 'Luck', 'tt1242782'], ['2019', 'The Kapil Sharma Show', 'tt5747326']]"
4271,nm1188780,"[['2002', 'Filhaal...', 'tt0307866']]"
4272,nm1773192,"[['1971', 'Kahin Aar Kahin Paar', 'tt0386567'], ['1977', 'Dada Ho Dikri', 'tt7918138'], ['1996', 'Yeh Majhdhaar', 'tt0115019'], ['1993', 'Dil Tera Aashiq', 'tt0106725']]"
4273,nm1136920,"[['1986', 'Ek Pal', 'tt0233635'], ['1986', 'Locket', 'tt0363773'], ['1990', 'Thodasa Roomani Ho Jaayen', 'tt0250043']]"
4274,nm8389176,"[['2015', 'Bãhubali: The Beginning', 'tt2631186']]"
4275,nm5794294,"[['2013', 'Chella Pilli', 'tt3043874']]"
4276,nm6044567,"[['2013', 'Uyyala Jampala', 'tt3290676'], ['2017', 'Kittu Unnadu Jagratha', 'tt6750796'], ['2013', 'Uyyala Jampala', 'tt3290676']]"
4277,nm1122912,"[['1996', 'Sardari Begum', 'tt0286942']]"
4278,nm4858115,"[['2012', ""Life's Good"", 'tt2188801']]"
4279,nm5245022,"[['2011', 'Swapna Sanchari', 'tt2125630'], ['2018', 'Geetha Govindam', 'tt8590896']]"
4280,nm6209398,"[['2013', 'Ms. Lekha Tharoor Kaanunnathu', 'tt6157652']]"
4281,nm5008249,"[['2009', 'Unheard Voices', 'tt1378807'], ['2012', 'Kevi Rite Jaish', 'tt2365873'], ['2017', 'Shubh Aarambh', 'tt6949882'], ['2013', 'Mr. Broadcaster', 'tt7597182']]"
4282,nm4927475,"[['2010', 'Ram Milaayi Jodi', 'tt8851658'], ['2019', 'Bol Ke Lab Azaad Hain Tere', 'tt10801338']]"
4283,nm2386716,"[['1989', 'Ek Ratra Manterleli', 'tt5450540'], ['2005', 'Pak Pak Pakaak', 'tt1069262'], ['2018', 'Kanala Khada', 'tt10270830']]"
4284,nm7561367,"[['2016', 'Mirzya', 'tt4940456'], ['2015', 'Bombay Velvet', 'tt2979920'], ['2016', 'The Kapil Sharma Show', 'tt5747326']]"
4285,nm2935963,"[['2006', 'Umrao Jaan', 'tt0485522'], ['2018', 'Paltan', 'tt7162758']]"
4286,nm1098018,"[['1988', 'Halla Gulla', 'tt0187117']]"
4287,nm0441033,"[['1939', 'Vara Vikrayam', 'tt0255669'], ['1948', 'Balaraju', 'tt0154193'], ['1950', 'Paramanandayya Shishyula Katha', 'tt0279312'], ['1950', 'Paramanandayya Shishyula Katha', 'tt0279312']]"
4288,nm6014843,"[['2012/II', 'Debt', 'tt3259190']]"
4289,nm7752825,"[['2016', 'Abbayitho Ammayi', 'tt5227998']]"
4290,nm7751841,"[['2015', 'Jamna Pyari', 'tt4974192']]"
4291,nm6662189,"[['2011', 'Rascals', 'tt1830786']]"
4292,nm4668046,"[['2010', 'Blue Palace', 'tt2056537'], ['', 'Where the Winds Blow', 'tt10127566'], ['2012', 'Manthan', 'tt3405598']]"
4293,nm0882118,"[['1976', 'Mugiyada Kathe', 'tt0214969'], ['1969', 'Malammana Pavada', 'tt0232037']]"
4294,nm1748841,"[['1986', 'Aagantuka', 'tt0229945']]"
4295,nm7760209,"[['2012', 'Cyber Yugadol Nava Yuva Madhura Prema Kavyam', 'tt13978650'], ['2017', 'Bigg Boss Kannada', 'tt2911448']]"
4296,nm5021494,"[['2012', '?: A Question Mark', 'tt2378057']]"
4297,nm2281645,"[['1984-1985', 'Hum Log', 'tt0363341'], ['2020', 'The Kapil Sharma Show', 'tt5747326']]"
4298,nm7984315,"[['2016', 'Jacobinte Swargarajyam', 'tt5376232']]"
4299,nm2651532,"[['2007', 'Vinodayathra', 'tt0867465'], ['', 'Janeman', 'tt13430782']]"
4300,nm7850253,"[['2016', 'Tharai Thappattai', 'tt5340516'], ['2014', 'Salim', 'tt3824432'], ['2010', 'Thunichal', 'tt4315542']]"
4301,nm6142895,"[['2012', 'Tuglak', 'tt6413656'], ['2016', 'Ricky', 'tt5258390'], ['2016', 'Kirik Party', 'tt6054758'], ['2018', 'Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai', 'tt8602654']]"
4302,nm2991303,"[['2003', 'Second Generation', 'tt0380693'], ['2010', 'Foreign', 'tt1702361'], ['2010', 'Foreign', 'tt1702361'], ['2010', 'Foreign', 'tt1702361']]"
4303,nm1978417,"[['1985', 'Abasheshe', 'tt0088660']]"
4304,nm3843790,"[['2009', 'Love Aaj Kal', 'tt1275863']]"
4305,nm1911394,"[['2003', 'Escape from Taliban', 'tt0312664']]"
4306,nm1395680,"[['2003', 'Koi... Mil Gaya', 'tt0254481']]"
4307,nm7207148,"[['2013', 'The Suite Life of Karan & Kabir', 'tt4193556']]"
4308,nm7924615,"[['2016', 'Tu Kahibu Na Mu', 'tt5465560']]"
4309,nm5632077,"[['2005', 'Ekdin Pratidin', 'tt1863662']]"
4310,nm8079184,"[['2000', 'Vinchu Chawla', 'tt5459920'], ['2016', 'Making of the Film: Fan', 'tt13766038']]"
4311,nm10036178,"[['2011', 'Sasural Simar Ka', 'tt1934806']]"
4312,nm4858742,"[['2009', 'Ishwar Sakshi', 'tt6386084'], ['2021', 'LOL - Hasse Toh Phasse', 'tt14412928']]"
4313,nm3912281,"[['2013', 'Someday...', 'tt1784632'], ['2013', 'Someday...', 'tt1784632'], ['2013', 'Someday...', 'tt1784632'], ['2014', 'M.A.D: Mad About Dance', 'tt3814100']]"
4314,nm7674770,"[['2011', 'Pyaar Ka Punchnama', 'tt1926313']]"
4315,nm5201771,"[['2012', 'Shahid', 'tt2181831']]"
4316,nm5684665,"[['2012', '2613', 'tt2926622'], ['2020', 'Fear Factor: Khatron Ke Khiladi', 'tt6742294']]"
4317,nm6165705,"[['2001', 'Aanandham', 'tt2229996']]"
4318,nm2552990,"[['1973', 'Yaadon Ki Baaraat', 'tt0070935'], ['1976', 'Barood', 'tt0157358'], ['1980', 'Kismet', 'tt0360718'], ['1984', 'Ek Nai Paheli', 'tt0154446']]"
4319,nm8390446,"[['2015', 'Hum Tum Dushman Dushman', 'tt6002986']]"
4320,nm6004809,"[['2012', 'Pyaar Ka Dard Hai Meetha Meetha Pyaara Pyaara', 'tt3248552'], ['2016', 'Bigg Boss', 'tt1281973']]"
4321,nm5247210,"[['2013', 'Sukumarudu', 'tt2857746']]"
4322,nm7917311,[]
4323,nm2797925,"[['2004', 'Sancharram', 'tt0470913']]"
4324,nm8015221,"[['2014', 'Happy Go Lucky', 'tt4553434']]"
4325,nm8743996,"[['2014', 'Ishq Kills', 'tt3568970']]"
4326,nm4945921,"[['2010', 'Natobar Notout', 'tt2137710'], ['2012', 'Bojhena Shey Bojhena', 'tt2597126']]"
4327,nm2983496,"[['2007', 'Zabardast', 'tt1219390']]"
4328,nm7621668,"[['2015', 'Microsoft Lumia - Sapney Kangana Ranaut TVC', 'tt13782786'], ['2017', 'The Drama Company', 'tt7654506']]"
4329,nm6369175,"[['2006', 'Saude Dillan De', 'tt8188932'], ['2013', 'Heer & Hero', 'tt3454070'], ['2015', 'Shareek', 'tt4930000'], ['2019', 'Kesari', 'tt6264938']]"
4330,nm5228901,"[['2012', 'Janleva 555', 'tt2353824']]"
4331,nm6845061,"[['2014', 'Shuruaat Ka Interval', 'tt4121522'], ['2018', 'Road to Cannes', 'tt10644814']]"
4332,nm7774647,"[['2015', 'Sankarabharanam', 'tt5159422']]"
4333,nm5990156,"[['2014', 'C.I.D.', 'tt0401916']]"
4334,nm4466033,"[['2006', 'Sun Yaar Chill Maar', 'tt10142126']]"
4335,nm8306579,"[['2017', 'LIE', 'tt7249874']]"
4336,nm4234608,"[['1998', 'Captain Vyom', 'tt4631018']]"
4337,nm6565373,"[['2011', 'Eththan', 'tt1961305']]"
4338,nm0750408,"[['1993', 'King Uncle', 'tt0107321'], ['2014', 'Comedy Nights with Kapil', 'tt3402548']]"
4339,nm7812856,"[['2011', 'Chandragupta Maurya', 'tt2955622'], ['2019', 'Nach Baliye', 'tt1127012']]"
4340,nm2293998,"[['1998', 'C.I.D.', 'tt0401916']]"
4341,nm4157086,"[['2002', 'Antarghaat', 'tt0436073'], ['2012', 'Swen', 'tt2308937'], ['2018', 'The Lost Man', 'tt8412826'], ['2012', 'Swen', 'tt2308937']]"
4342,nm7759290,"[['2003', 'Padam Onnu Oru Vilapam', 'tt0384404']]"
4343,nm4772481,"[['2010', 'Tere Liye', 'tt7154568']]"
4344,nm5798465,"[['2007', 'Kshana Kshana', 'tt9095432'], ['2020', 'Oru Vattam Koodi', 'tt13408256']]"
4345,nm5131506,"[['2012', 'Saguni', 'tt2224902']]"
4346,nm3646632,"[['2009', 'Wake Up Sid', 'tt1324059'], ['2020', 'The Kapil Sharma Show', 'tt5747326']]"
4347,nm1387145,"[['2004', 'Sudhu Tumi', 'tt1427699'], ['1994', 'Unishe April', 'tt0111559'], ['2004', 'Sudhu Tumi', 'tt1427699'], ['2016', 'Abar ekla cholo', 'tt5866710']]"
4348,nm6494774,"[['2015', 'The Perfect Girl', 'tt3729994'], ['2020', 'PrimeTime Partners, Pinkvilla', 'tt10723934']]"
4349,nm0611558,"[['1977', 'Haiwan', 'tt0360626'], ['1999', 'Sar Ankhon Par', 'tt4228400']]"
4350,nm3881895,"[['2010', 'Seven', 'tt1638298'], ['2018', 'Box Cricket League', 'tt6141604']]"
4351,nm1617467,"[['1982', 'Teesri Aankh', 'tt0245494']]"
4352,nm1748588,"[['1996', 'Janumada Jodi', 'tt0245978'], ['2016', 'Apoorva', 'tt4526792']]"
4353,nm5693504,"[['2013', 'Sapanara Nayika', 'tt2941816']]"
4354,nm4419038,"[['2011', 'Arranged Marriage', 'tt1894411']]"
4355,nm5641275,"[['2009', 'Kaalbela', 'tt1390842']]"
4356,nm10962860,"[['2012', 'Valli', 'tt12263940']]"
4357,nm3472571,"[['2002', 'Jayam', 'tt1797416']]"
4358,nm8237562,"[['2016', 'Udta Punjab', 'tt4434004']]"
4359,nm0796115,"[['1984', 'Babai Abbai', 'tt0266290']]"
4360,nm0714774,"[['1995', 'Ore Rickshaw', 'tt0262667'], ['1996', 'Miya Biwi Aur Saali', 'tt0479717']]"
4361,nm3703417,"[['2009', 'Utharaswayamvaram', 'tt1668215']]"
4362,nm3642592,"[['2011', 'Pinjara', 'tt14217252'], ['2009', 'Harishchandrachi Factory', 'tt1524539'], ['2015', 'Deool Band', 'tt4922810'], ['2019', 'Struggler Saala', 'tt10077430']]"
4363,nm6501437,"[['2013', 'Ekk Nayi Pehchaan', 'tt3735944']]"
4364,nm0363628,"[['1983', 'Neti Bharatam', 'tt0269619'], ['1987', 'Swayam Krushi', 'tt0246262']]"
4365,nm1817927,"[['1975', 'Dharmakshetre Kurukshetre', 'tt0233563']]"
4366,nm7522232,"[['2015', 'Parbona Ami Chartey Tokey', 'tt4944932']]"
4367,nm7775934,"[['2004', 'Friday the 13 th Zindagi', 'tt8093162'], ['2015', 'Snow White and the Satan Dwarves', 'tt5255010'], ['2015', 'Snow White and the Satan Dwarves', 'tt5255010'], ['2015', 'Snow White and the Satan Dwarves', 'tt5255010']]"
4368,nm7644090,"[['2010', 'Bandini', 'tt2943834']]"
4369,nm3739900,"[['2008', 'Don Muthu Swami', 'tt1446055']]"
4370,nm2101330,"[['2006', 'Vivah', 'tt0494290']]"
4371,nm6705983,"[['2012', '100% Love', 'tt2579680']]"
4372,nm7582571,"[['2015', 'Kendasampige', 'tt5021536'], ['2017', 'Bigg Boss Kannada', 'tt2911448']]"
4373,nm2265217,"[['1997', 'Gaatha', 'tt6339960'], ['2011', 'Fan Club', 'tt1909765'], ['2005', 'Nach Baliye', 'tt1127012'], ['2001', 'Kkusum', 'tt0401953']]"
4374,nm5056902,"[['2011/II', 'The Method', 'tt12369748'], ['2011/II', 'The Method', 'tt12369748'], ['2018', 'Mahanati', 'tt7465992'], ['2011/II', 'The Method', 'tt12369748']]"
4375,nm7296707,"[['1998', 'C.I.D.', 'tt0401916']]"
4376,nm1428293,"[['1998', 'C.I.D.', 'tt0401916']]"
4377,nm6001432,"[['2012', 'Casanovva', 'tt1815633']]"
4378,nm4698377,"[['2016', 'Black Sheep', 'tt5751574'], ['2011', 'Mayakkam Enna', 'tt2072167'], ['2013', 'Vishwaroopam', 'tt2199711']]"
4379,nm7713614,"[['2012', 'Sadda Adda', 'tt1941638']]"
4380,nm5974195,"[['2014', 'Usko', 'tt3207788']]"
4381,nm3577928,"[['1994', 'Sakhi Rahila Ae Singha Duara', 'tt1435577'], ['1999', 'Rakata Chinhichhi Nijara Kie', 'tt1461270']]"
4382,nm10204389,"[['2018', 'But What Was She Wearing?', 'tt10073458'], ['2018', 'But What Was She Wearing?', 'tt10073458'], ['', 'Muted Wails', 'tt12907356'], ['', 'Muted Wails', 'tt12907356']]"
4383,nm5939214,"[['2010', 'Thanthonni', 'tt1722459']]"
4384,nm6442092,"[['2012', 'Julayi', 'tt2330927'], ['2019', 'Bigg Boss Telugu', 'tt7805494']]"
4385,nm6692524,[]
4386,nm7383912,"[['2017', 'Holy Smoke!', 'tt6905550'], ['2015', 'Ishqedarriyaan', 'tt4610308']]"
4387,nm3451090,"[['1990', 'Maa O Mamata', 'tt1459930']]"
4388,nm8322316,"[['2017', 'Dil Boley Oberoi', 'tt6481008']]"
4389,nm5067826,"[['2005', 'Dus', 'tt0415768']]"
4390,nm7409438,"[['2008', 'Taarak Mehta Ka Ooltah Chashmah', 'tt1708446'], ['2018', 'A Table for Two', 'tt8002168']]"
4391,nm7423091,"[['2015', 'Dosti... Yaariyan... Manmarziyan', 'tt4817756']]"
4392,nm9101165,"[['2014', 'Friends: Conditions Apply', 'tt12319428']]"
4393,nm1185319,"[['1993', 'Damini', 'tt0106655'], ['1997', 'Sardari', 'tt1552738']]"
4394,nm7686592,"[['2014', 'Maan Karate', 'tt3056436']]"
4395,nm1290438,"[['1995', 'Dance Party', 'tt0395511']]"
4396,nm0894351,"[['1984', 'Kanoon Kya Karega', 'tt0087536']]"
4397,nm5636001,"[['1962', 'Nua Bou', 'tt1402536']]"
4398,nm1417421,"[['1969', 'Jungle Ki Hasina', 'tt3475688']]"
4399,nm7309611,"[['2015', 'Chor Bazaari', 'tt4665344']]"
4400,nm2400162,"[['1976', 'Zamane Se Poocho', 'tt0391553'], ['2017', 'Sargoshiyan', 'tt6330202'], ['2017', 'Sargoshiyan', 'tt6330202'], ['2017', 'Sargoshiyan', 'tt6330202']]"
4401,nm7742005,"[['2015', 'Su Su Sudhi Vathmeekam', 'tt5214394']]"
4402,nm8635807,"[['2009-2011', 'Jyoti', 'tt1905694'], ['2016', 'Miss Supranational 2016', 'tt6320780']]"
4403,nm5097020,"[['2009', 'Valmiki', 'tt2199372'], ['2015', 'Rajini Murugan', 'tt5332502'], ['2015', 'Rajini Murugan', 'tt5332502'], ['2016', 'Chennai 600028 II: Second Innings', 'tt6317052']]"
4404,nm0659222,"[['1991', 'Yaara Dildara', 'tt0399911']]"
4405,nm10465278,"[['2019', 'Derma', 'tt9758204']]"
4406,nm7111159,"[['2012', 'Bang-lure', 'tt2512552'], ['2018/I', 'The Villain', 'tt6203302']]"
4407,nm5682275,"[['2014', 'Ohm Shanthi Oshaana', 'tt3517192']]"
4408,nm8387513,"[['2016', 'Aanandam', 'tt5998104']]"
4409,nm9505966,"[['2013', 'Vamsam', 'tt12263558'], ['2018', 'Bigg Boss', 'tt8537520']]"
4410,nm6740245,"[['2013', 'Nee Ko Nja Cha', 'tt2631098']]"
4411,nm1466105,"[['1992', 'Vishwatma', 'tt0130350']]"
4412,nm6806425,"[['2014', 'Hrudaya Kaleyam', 'tt3726018'], ['2015', 'Pesarattu', 'tt4075164'], ['2012', 'Minugurulu', 'tt2949590'], ['2016', 'Chronicles of the Caste-Free - Chapter I', 'tt12370416']]"
4413,nm8682468,"[['2015', 'Veiled Lies', 'tt6385996'], ['2021', ""That's Life"", 'tt14684036']]"
4414,nm4876224,"[['2008', 'Kyunki Jeena Issi Ka Naam Hai', 'tt13929762'], ['2012', 'A Perfect Murder', 'tt5956374'], ['2016-2018', 'On Camera with Ravie', 'tt6131700']]"
4415,nm2378839,"[['2000', 'Dollar Dreams', 'tt2076837'], ['2008', 'Avakai Biryani', 'tt1603794'], ['2019', 'G.O.D - Gods of Dharmapuri', 'tt11963582'], ['2000', 'Dollar Dreams', 'tt2076837']]"
4416,nm8139628,"[['2015', 'Ingram Micro TVC', 'tt13893062'], ['2016', 'Bigg Boss', 'tt1281973']]"
4417,nm8674718,"[['2017', 'Lahoriye', 'tt6882872'], ['2017', 'Manje Bistre', 'tt6705612']]"
